label,target,corpus,target_group,Race,Religion,Gender,Sexual Orientation,Miscellaneous
normal,['None'],believe contract got renewed another number month lol also mean working christmas super gay,['Miscellaneous'],0,0,0,0,1
normal,['None'],user good morning boo sexist because sexy wrong gay fuck bot boy digital touch,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],queer lezzies overstepping boundary end closet threshold,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],nigger problem,['Race'],1,0,0,0,0
hatespeech,['African'],wonder nigger bullycided giving dick lol deal widow great,['Race'],1,0,0,0,0
hatespeech,"['Islam', 'Other']",rapture theology tightly interwoven idea rebirth israel inoculated nearly every non mainline protestant denomination anti semitism meanwhile mainlines infiltrated currently obsessed muzzies trannies xianity collapsed,"['Religion', 'Miscellaneous']",0,1,0,0,1
hatespeech,['African'],joy reid token nigger used msnbc stupid realize,['Race'],1,0,0,0,0
offensive,['Islam'],france problem going fix attack tip iceberg uncontrolled immigration ongoing issue france decade longstanding solution would deport every last moslem back home country mega,['Religion'],0,1,0,0,0
offensive,['Asian'],aw hoping owner salon chink owns salon sad,['Race'],1,0,0,0,0
offensive,['Homosexual'],user switch like faggot,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user user user smollet claimed two white men assaulted tawana brawley claimed white men raped girl said story reported three young men white attacked lie lied white racism,['Miscellaneous'],0,0,0,0,1
normal,['Jewish'],ok twatter time may rusty leftist kike trolling actually gotten worse quality year ago,['Religion'],0,1,0,0,0
normal,['None'],user speaking part maybe others older white also ci gay man lesbian loved indigo girl since number recently saw along w mary chapin carpenter joan baez charlottesville four voice number year ago,['Miscellaneous'],0,0,0,0,1
normal,['None'],user fine whatever fuck,['Miscellaneous'],0,0,0,0,1
normal,['None'],user screaming racial slur sexual harassment towards woman comic calling slut talking shit gay using faggot went go use restroom got altercation outside pissed gender neutral bathroom,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],muzrat gov never allow brexit,['Religion'],0,1,0,0,0
hatespeech,['African'],number communist nigger journalist number windstorm trump caused terrible wave hate apparently almighty trump control weather bernie supporter,['Race'],1,0,0,0,0
hatespeech,['Homosexual'],fakebook suspended number day insulting rosie odonnell calling trump mentally insane worth number day still man hating fat dyke rosie lol,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],excuse people nigger  buffalo nostril shitskin burrheaded knuckle runnin spear chucking welfare monkey spaboolie spook coon moolie nigger  nigger make fucking sick   ,['Race'],1,0,0,0,0
hatespeech,['African'],see friend nigger cyph give fuck think muted dude,['Race'],1,0,0,0,0
hatespeech,"['Women', 'Jewish']",user ugly kike cunt keep showing timeline,"['Gender', 'Religion']",0,1,1,0,0
normal,['None'],disappointed super bowl game shot number coon possum coyote fox millionaire non mangy coyote fox coon ornament gamo whisper brain junker number yard,['Miscellaneous'],0,0,0,0,1
hatespeech,"['African', 'Homosexual']",ricky vaughn us anonymity say word nigger faggot without repercussion many people gab love lol,"['Race', 'Sexual Orientation']",1,0,0,1,0
hatespeech,['African'],percent nigger get shot police america deserve never conflated white get shot incompetent number iq nigger diversity hire cop,['Race'],1,0,0,0,0
hatespeech,['Homosexual'],yes queer self righteous let included originally gay pedophile community working together nambla started gay men liked boy subset pedophile member assuming nambla still exists,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Islam'],muzrat trash call everyone racist,['Religion'],0,1,0,0,0
offensive,['Other'],catholic church since preacher frankie took catholic church cemetery italy nativity scene displayed every christmas decade preacher decided displayed might hurt muzzie feeling top commandment gospel witness,['Miscellaneous'],0,0,0,0,1
hatespeech,['Other'],dad told muzrat whore fuck went anyway,['Miscellaneous'],0,0,0,0,1
hatespeech,['Other'],ali became mudslime avoid draft ask offspring twatter time daddy ensured genitals mutilated accordance mudslime law burqua worn received answer,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],fanbloodytastic time leech held account especially muzzie scum taking number wife breeding kid like rabbit order increase welfare payment potus you are simply best     ,['Religion'],0,1,0,0,0
offensive,['Other'],bex bailey raped number yr age number yr old girl rotherham raped number paki muslim labour voter labour held council labour protected rapist liz kendall mp    mp disgust core need destroying,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],dyke haircut dat bod though,['Sexual Orientation'],0,0,0,1,0
normal,['None'],dream one day little black boy girl holding hand little white boy girl martin luther king jr,['Miscellaneous'],0,0,0,0,1
normal,['None'],user five woman hung back constituent begged support impeachment user user user user took brunt harassment medium gop leader woman color five white woman followed eventually,['Miscellaneous'],0,0,0,0,1
normal,['None'],user well halloween fuck,['Miscellaneous'],0,0,0,0,1
offensive,['Hispanic'],anybody watching tucker carlson right fucking beaner country since number year old still cannot speak proper english fuck sake make want pull hair,['Race'],1,0,0,0,0
hatespeech,['African'],probably put nsfw also safe home actually safe normal white people sheboon manages lose clothes fight mystery going watch solve happy,['Race'],1,0,0,0,0
offensive,['Homosexual'],hillary degenerate one dyke another,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Islam'],need change priority refugee program take white south afrikans pariotic britain frenchies germies swede etc persecuted christian let invader finish country full muzzrats liberal,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],pussy self worth grammatically sound proper editing perhaps get read without using little brain decipher really impress little kike minded subversive like peace though trumpowitz ironical ironybro faggot,['Religion'],0,1,0,0,0
hatespeech,['African'],q nigger medium domino pizza common feed family number user,['Race'],1,0,0,0,0
hatespeech,['African'],good riddance bad nigger garbage,['Race'],1,0,0,0,0
hatespeech,['Homosexual'],butthurt faggotry make want join twp spite queer,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Jewish'],saint sir adolf lied person history financial political kike reason alt right history lesson,['Religion'],0,1,0,0,0
hatespeech,['African'],white nationalist picture world town white school white world white dream one day live white world little white kid play white kid nigger back africa,['Race'],1,0,0,0,0
normal,['None'],fucking white bread crust taken smushed little ball hogdiggedyddmon keanu reef pig,['Miscellaneous'],0,0,0,0,1
normal,['None'],harry kane fucking fanny foriegn commentator would going bad diving game absolute wanker,['Miscellaneous'],0,0,0,0,1
normal,['None'],went freedom city watch golola moses fight thailand nigga ssebo knocked number sec,['Miscellaneous'],0,0,0,0,1
normal,['None'],search surugaya one wamujaku doujin want sadly close tab cuz,['Miscellaneous'],0,0,0,0,1
normal,['None'],user lol yeah drippiest nigga one thrift agree though dripping bro,['Miscellaneous'],0,0,0,0,1
normal,['None'],swear nigga female,['Miscellaneous'],0,0,0,0,1
normal,['None'],wow someone drinking water wow queer as homoerotic anime man drank water jojo reference stand cannot fucking stand retard,['Miscellaneous'],0,0,0,0,1
normal,['None'],really october car number degree got work fucking hate boomer you ruined planet robbed u fall die already fuck,['Miscellaneous'],0,0,0,0,1
hatespeech,['Arab'],user coming rag head le,['Race'],1,0,0,0,0
hatespeech,['African'],silver medicine pant skrt nigger as clap,['Race'],1,0,0,0,0
normal,['Homosexual'],anyway justine called max slur justine cancelled max free dyke,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Homosexual'],followed follow back fuck got suspended know faggot,['Sexual Orientation'],0,0,0,1,0
offensive,['Islam'],seriousness probability moslem men attending million woman march sexually assaulting hope wrong,['Religion'],0,1,0,0,0
normal,['None'],white boy like wyd said work swear god asked wearing said work uniform,['Miscellaneous'],0,0,0,0,1
normal,['None'],wishing happiest birthday favorite crackhead user love you bitch,['Miscellaneous'],0,0,0,0,1
normal,['None'],knew wade gay,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],whitey prevails change miss south africa beat nig two spic gook win miss you,['Race'],1,0,0,0,0
hatespeech,['African'],ancestor rolling graf negress added royal line therefore ending royal wedding heritage uk,['Race'],1,0,0,0,0
hatespeech,['Jewish'],luke ford mission infiltrate altright prove kike conversion bona fides,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],better kill kike first,['Religion'],0,1,0,0,0
hatespeech,"['African', 'Refugee']",user work several day year support illegals kid nigger baby government school big advocate homeschooling responsible white parent never allow kid attend institution,"['Race', 'Miscellaneous']",1,0,0,0,1
hatespeech,['African'],user agusta main texes state live tossa people want catch scared little nigger,['Race'],1,0,0,0,0
normal,['None'],yt whole lot black dad wonderful commercial something called daddy nigger fuck black chick yelling black dude yt asshole,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],bill clinton evil creature um maybe slick mussie rapist time,['Religion'],0,1,0,0,0
normal,['None'],user user user pasty white as need real though heather you you are hubby join u next time make pftpm posse remote meer,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user user user imran khan entire p gistan   jihadi radical islamic terrorist supremacist nation full jiahdi terrorist radical terrorist p g  ,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user user user user user user user excluded hindu refugee economic muslim migrant hindu killed raped forcibly converted pakistan bangladesh entire nrc farce,['Miscellaneous'],0,0,0,0,1
normal,['None'],user white people made illegal rape woman welcome,['Miscellaneous'],0,0,0,0,1
normal,['None'],nigga like get away shit you missed whole fucking point raped woman telling woman warn that is wrong tf shit really irks,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user welcome modern britain country freedom speech white heterosexual male female non muslim classed racist fascist homophobic islamophobic made word country falling,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user courtney love see picture obama together year meant ask bombing number muslim country destroying number,['Miscellaneous'],0,0,0,0,1
normal,['None'],considering queer extent neurodivergant realize possibility could target violence though make mistake right white bisexual man much lower chance assault say black trans woman,['Miscellaneous'],0,0,0,0,1
normal,['None'],user drive white as dallas new york stand right justice botham jean amber guyger murder trial life prison,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],user could quit laughing yesterday white cucks bass boat risking life save nigger mexican seriously fuck cucks fuck brown people fuck non texan moved oh fuck nigger mayor,['Race'],1,0,0,0,0
hatespeech,"['African', 'Jewish', 'Homosexual']",offended nigger faggot kike spic chink gook cracker,"['Race', 'Religion', 'Sexual Orientation']",1,1,0,1,0
hatespeech,['African'],meet british nigger bitch princess criminal trash family ,['Race'],1,0,0,0,0
hatespeech,['African'],guess nigger around pez wised jumped,['Race'],1,0,0,0,0
hatespeech,['Homosexual'],happens little adam way smarter fat dyke lib teacher,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],niggerchomp is not chink white american dog ,['Race'],1,0,0,0,0
hatespeech,['African'],let u hope gas lot including nigger,['Race'],1,0,0,0,0
hatespeech,['Homosexual'],biggest unforced cultural error last year couple ugly dyke suing christian bakery refusing make gay wedding cake potential wedge trump religious right healed nice work lady trumpslide meme war maga,['Sexual Orientation'],0,0,0,1,0
offensive,"['Refugee', 'Islam']",libtard setback moslem refugee ban tell trump need corrected fucking thing american people scalia replacement named back ban,"['Miscellaneous', 'Religion']",0,1,0,0,1
normal,['None'],user user user incompetence nothing colour mcdonut thornberry corbyn white number useless,['Miscellaneous'],0,0,0,0,1
normal,['None'],ellen page play lesbian suffragette sunday time calling best queer film since happy together,['Miscellaneous'],0,0,0,0,1
normal,['None'],user never seen fabricates white harassed breaking news country neighborhood one white lady pressed serious charge black boy harassment much investigation found lying breakingnews,['Miscellaneous'],0,0,0,0,1
